accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,learning_rate
0.8120891451835632,0.9528419971466064,7.274558067321777,0.9814640879631042,0.7798292636871338,0.652988076210022,0.49179673194885254,7.613619804382324,0.7937984466552734,0.7649402618408203,9.999999747378752e-06
0.8184922933578491,0.9633965492248535,7.164644718170166,0.9880086183547974,0.7826040387153625,0.6466135382652283,0.49218711256980896,7.54038667678833,0.7939171195030212,0.7539840340614319,9.999999747378752e-06
0.8336890339851379,0.9694856405258179,7.057560920715332,0.9889327883720398,0.8010672330856323,0.6565737128257751,0.49117523431777954,7.447960376739502,0.7941478490829468,0.7704183459281921,9.999999747378752e-06
0.8312985301017761,0.9706874489784241,6.967421531677246,0.9905785322189331,0.7966915965080261,0.6462151408195496,0.4904043972492218,7.382016658782959,0.7938089966773987,0.7534860372543335,9.999999747378752e-06
0.8447878360748291,0.9746325016021729,6.865705966949463,0.9916666746139526,0.8128068447113037,0.65816730260849,0.48928987979888916,7.28347635269165,0.7924720048904419,0.775896430015564,9.999999747378752e-06
0.8498249650001526,0.9768396019935608,6.765511512756348,0.9914761781692505,0.8193169832229614,0.6585657596588135,0.4881202280521393,7.2054314613342285,0.7943733930587769,0.7734063863754272,9.999999747378752e-06
0.8522154688835144,0.9794830679893494,6.667025089263916,0.9935392141342163,0.8205976486206055,0.649402379989624,0.48928242921829224,7.134277820587158,0.794670820236206,0.7574701309204102,9.999999747378752e-06
0.861606776714325,0.9818410277366638,6.565810203552246,0.9938814640045166,0.8321238160133362,0.6557769179344177,0.4933612048625946,7.046413421630859,0.7969886064529419,0.7644422054290771,9.999999747378752e-06
0.8669000267982483,0.9838361144065857,6.465786457061768,0.9944296479225159,0.8383137583732605,0.6509960293769836,0.4919654130935669,6.961671829223633,0.7929606437683105,0.762948215007782,9.999999747378752e-06
0.8725348114967346,0.9856880903244019,6.364089488983154,0.9945999979972839,0.8452507853507996,0.6621513962745667,0.4933641850948334,6.870665073394775,0.795315682888031,0.7778884172439575,9.999999747378752e-06
0.8810723423957825,0.9880451560020447,6.2605791091918945,0.9955273866653442,0.8551760911941528,0.6649402379989624,0.49289393424987793,6.787599563598633,0.7960426211357117,0.7813745141029358,9.999999747378752e-06
0.8907197117805481,0.9905428886413574,6.154693126678467,0.9961972236633301,0.8667022585868835,0.6549800634384155,0.49054330587387085,6.725527763366699,0.7970863580703735,0.762948215007782,9.999999747378752e-06
0.8965252041816711,0.9918026924133301,6.05206298828125,0.9958667755126953,0.8742796182632446,0.6609562039375305,0.49317073822021484,6.625298023223877,0.7950025200843811,0.7763944268226624,9.999999747378752e-06
0.9020746350288391,0.9940221309661865,5.947707653045654,0.997700035572052,0.8796157836914062,0.6450199484825134,0.4930814206600189,6.572503089904785,0.7953463792800903,0.7490040063858032,9.999999747378752e-06
0.9076240062713623,0.994233250617981,5.84734582901001,0.9971209168434143,0.8870864510536194,0.6557769179344177,0.49489641189575195,6.466769695281982,0.7954545617103577,0.7669322490692139,9.999999747378752e-06
